solution_id_1,designation,source_id_1,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,recno,Name,VType,logPer,<Jmag>,<Hmag>,<Kmag>,[Fe/H]l,[Fe/H],e_[Fe/H],Nsp,Mod,e_Mod,Rgal,e_Rgal,Notes,Ref,_RA,_DE,Separation,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,main_type,other_types,radvel,redshift,sp_type,morph_type,plx,pmra_x,pmdec_x,size_maj,size_min,size_angle,B_x,V,R_x,J,H,K,u,g,r_xa,i,z,angDist,solution_id_2,source_id_2,pf,pf_error,p1_o,p1_o_error,p2_o,p2_o_error,p3_o,p3_o_error,epoch_g,epoch_g_error,epoch_bp,epoch_bp_error,epoch_rp,epoch_rp_error,int_average_g,int_average_g_error,int_average_bp,int_average_bp_error,int_average_rp,int_average_rp_error,peak_to_peak_g,peak_to_peak_g_error,peak_to_peak_bp,peak_to_peak_bp_error,peak_to_peak_rp,peak_to_peak_rp_error,metallicity,metallicity_error,r21_g,r21_g_error,r31_g,r31_g_error,phi21_g,phi21_g_error,phi31_g,phi31_g_error,num_clean_epochs_g,num_clean_epochs_bp,num_clean_epochs_rp,g_absorption,g_absorption_error,type_best_classification,type2_best_sub_classification,mode_best_classification,multi_mode_best_classification
1635721458409799680,Gaia DR2 3031875585286182144,3031875585286182144,13684566,2015.5,110.50990483375261,0.03357092535448795,-14.318180199992096,0.03262977975019747,0.2757044683974183,0.048918175607860034,5.6360335,-2.1796079770314325,0.06531784917958698,3.1448025564065127,0.062298248079298145,-0.12615578,0.18702461,0.09007641,0.21871966,-0.14738749,0.2866778,0.23416384,0.22460394,-0.33655053,-0.097901486,203,203,201,2,4.977538,311.08228,0.0,0.0,31,false,278.99603,1.5189545551017425,0.009146979171892576,-0.056528926,23,13,0.041935295,0,25,false,221,3642908.579703336,36568.857299001946,99.61778,9.284745,25,1496887.1203620192,62280.66474047445,24.03454,9.913416,25,2902172.0471651177,70146.18694671482,41.373196,8.605112,1.2075678,0,1.3083038,0.6286707,0.67963314,58.9271395624844,10.408811064483636,4,4750.0,4.5,0.0,VARIABLE,229.1276338558107,0.1165859394703986,114.81356812071915,-36.00734766542319,100001,4577.5,4556.6665,4659.605,,,,,,,200111,77.219,74.52169,77.92673,2358.612,1779.7832,2937.441,http://geadata.esac.esa.int/data-server/datalink/links?ID=3031875585286182144,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3031875585286182144,3,TW Cma,DCEP,0.8448,7.567,7.178,7.008,-0.51,0.04,0.09,1,12.02,0.05,9788,445,"a ","LEM ",110.50992,-14.31819,0.06358739127489482,V* TW CMa,110.509914519,-14.3181937401,0.0,0.0,90.0,83,07 22 02.37948,-14 19 05.4975,deltaCep,V* |cC*|*  |IR,66.5,,F5,,0.2757,-2.18,3.15,,,,10.4,9.59,,7.781,7.327,7.131,,,,,,0.059307,369295549951641967,3031875585286182144,6.994834623989803,3.422833085336081E-5,,,,,,,1706.514676695173,4.8406169710216316E-5,1706.4437858250517,4.8406169710216316E-5,1706.4849703216614,4.8406169710216316E-5,9.235820276621178,2.0197664409233739E-4,9.819659067570822,3.49627452036478E-4,8.538478762577174,2.5534153306687457E-4,0.5139076807238272,7.26496435478727E-4,0.6648345063218848,0.0018373590386798397,0.3918973334034863,0.0012481976792026893,,,0.36908671999923176,0.0011695405308066674,0.13888161145066744,0.00205999012350116,5.021928706215241,0.006261716167765666,3.198344800324878,0.010370753815915562,25,24,24,,,DCEP,,FUNDAMENTAL,
1635721458409799680,Gaia DR2 3113441691460573312,3113441691460573312,951780446,2015.5,102.63473262872745,0.03381660857813036,0.006998550652762545,0.0339531166887305,0.1746224547495625,0.03870469053472325,4.5116615,-0.44231510087553916,0.06997347549895698,0.5705387793031155,0.06993434233539726,-0.10941258,-0.028440312,-0.10514693,0.17373519,-0.20766127,0.15596734,-0.19312316,0.09812918,0.08454946,-0.19509585,142,142,141,1,3.184199,194.71649,0.0,0.0,31,true,339.3212,1.4302625877061736,0.010396912743871714,-0.10249893,16,11,0.05013533,0,16,false,142,306607.82619241247,2984.384109322216,102.73739,11.971908,16,103168.99051645417,3990.223907310554,25.855438,12.817515,14,306128.18605590664,8223.948012522695,37.223995,11.047162,1.3349209,0,1.7703533,0.84560776,0.92474556,79.01046382917812,2.68582327455364,7,4500.0,1.0,-0.75,VARIABLE,212.82320977513427,-0.1968311302967218,103.72906491617364,-22.832128971479253,100001,4066.0,3922.5,4332.8804,0.823,0.4722,1.8474,0.4045,0.24,0.941,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=3113441691460573312,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3113441691460573312,10,TW Mon,CEP,0.8511,9.709,9.137,8.904,-0.15,-0.13,0.07,1,13.76,0.05,13059,457,b+,"LEM ",102.63475,0.007,0.06275386676588197,V* TW Mon,102.6347345331,0.0069960942,0.0,0.0,90.0,34,06 50 32.33629,+00 00 25.1859,Cepheid,Ce*|*  |V* |IR,79.01,,,,0.1746,-0.44,0.57,,,,,,,9.622,9.08,8.845,,,,,,0.01119,369295551293819386,3113441691460573312,7.097476598436779,6.333810203150333E-5,,,,,,,1706.7010957021232,8.95736029079229E-5,1706.6089960451284,8.95736029079229E-5,1700.284297286391,8.95736029079229E-5,11.973897043960717,2.894991351845341E-4,12.82794322432353,6.746445648630728E-4,11.028866012504334,0.0033620078072010653,0.4338449139443039,0.001495846379684738,0.4936032654634861,0.0037059816905276217,0.2484181592688408,0.012681136689939958,,,0.40546866040992374,0.008274478902520845,0.1269522462341249,0.004851607293598494,5.311807977011533,0.011364437459285514,3.0687749154545756,0.04381813879998326,16,15,12,,,DCEP,,FUNDAMENTAL,
1635721458409799680,Gaia DR2 3127458403130026112,3127458403130026112,662643736,2015.5,101.7891661786337,0.04878524456970683,3.9671009477702914,0.04523060754168828,0.12473991501987142,0.04903010157908178,2.5441496,-0.04269612386181677,0.09499820768879756,0.803040819043089,0.08595239803231391,-0.35399744,0.12731026,-0.32626688,0.2953057,-0.21459365,0.25613022,-0.35889593,0.1388638,0.0069804094,-0.27137765,133,133,130,3,10.108301,361.26785,0.0,0.987732167992369,31,false,208.57228,1.5167457353517266,0.014264491770356475,-0.23828858,15,11,0.06540807,0,16,true,133,1552074.329548556,13272.384316443357,116.94013,10.211084,14,700119.7990452978,24955.9078753093,28.054272,10.738458,15,1220303.3285192803,24687.29037666222,49.430428,9.545751,1.2373267,0,1.1927071,0.5273733,0.66533375,56.48058021670869,5.786506155361098,4,6000.0,3.5,0.0,VARIABLE,208.9134766928864,0.8572917798739415,102.44602410525535,-18.964272919475043,100001,4965.197,4861.75,5153.24,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=3127458403130026112,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3127458403130026112,14,V508 Mon,DCEP,0.6163,8.627,8.277,8.136,-0.25,-0.04,0.1,1,12.42,0.05,10714,452,"a ","LEM ",101.78917,3.9671,0.014141730306555852,V* V508 Mon,101.7891663629,3.9670974902,0.0,0.0,90.0,56,06 47 09.39993,+03 58 01.5510,deltaCep,cC*|*  |V* |IR,59.2,,,,0.1247,-0.04,0.8,,,,11.5,10.53,,8.72,8.301,8.148,,,,,,0.012465,369295551293819386,3127458403130026112,4.134226360689044,1.0778651235709239E-5,,,,,,,1709.209912327522,1.5243314761629526E-5,1709.2443371575562,1.5243314761629526E-5,1709.3358633874564,1.5243314761629526E-5,10.207899099591447,2.7181618109875917E-4,10.716826987492727,5.854317204691711E-4,9.532080918811353,2.720257076426378E-4,0.41344791629731503,9.204122961003785E-4,0.48091957307631716,0.001544397866337963,0.2975831552050323,0.0010283551715258741,0.03670136642380961,0.22520820250738469,0.38966172191267706,0.0027693621336476733,,,4.691772526091306,0.005363363080143581,,,15,14,15,,,DCEP,,FUNDAMENTAL,
1635721458409799680,Gaia DR2 3133819112256378368,3133819112256378368,525451306,2015.5,100.02325680841847,0.05566702632526778,7.605834933693399,0.054372366317577935,0.41512479534402225,0.048603797455545945,8.540995,-0.6678398256142801,0.0984078370512373,1.1502458681765382,0.08826538885548453,-0.5504975,0.12123304,-0.4748241,0.59314907,-0.03463374,0.55742925,-0.6624524,0.3132298,-0.097403854,-0.41746658,116,116,116,0,2.1081035,144.66902,0.0,0.0,31,true,289.15085,1.4544313725066875,0.012446873113292074,-0.06222927,13,10,0.07829449,0,16,false,126,1647558.0144001427,14772.89697080833,111.52573,10.146264,14,607712.2035439102,19906.421533850433,30.52845,10.892143,14,1454527.6502358797,28626.426739124254,50.81066,9.355115,1.2516948,0,1.5370283,0.7458792,0.79114914,55.54642319246868,9.2826896442378,2,4750.0,4.5,0.0,VARIABLE,204.87365006123176,0.9570296633595181,100.31191114708204,-15.475368527212385,100001,4275.1533,4165.4136,4477.3633,,,,,,,200111,42.233078,38.504498,44.48769,536.7931,449.6569,623.9293,http://geadata.esac.esa.int/data-server/datalink/links?ID=3133819112256378368,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3133819112256378368,8,BE Mon,DCEP,0.4322,8.256,7.854,7.676,-0.07,0.05,0.09,1,11.28,0.05,9609,452,"a ","LEM ",100.02326,7.60583,0.021098910774793513,V* BE Mon,100.0232597094,7.6058299812,0.0,0.0,90.0,66,06 40 05.58233,+07 36 20.9879,deltaCep,cC*|*  |V* |IR,45.3,,G5,,0.4151,-0.67,1.15,,,,11.6,10.5,,8.174,7.842,7.659,,,,,,0.020616,369295551293819386,3133819112256378368,,,2.704665676925723,1.7436706132702838E-5,,,,,1712.2451647343873,2.4659226295982474E-5,1747.3625959804524,2.4659226295982474E-5,1747.62302882725,2.4659226295982474E-5,10.133045032188573,4.620269840727442E-4,10.86010547566018,6.496865305454672E-4,9.350548259379206,0.002147641211951124,0.4799476892982675,0.0016199755445746801,0.6706292410790358,0.007915717851722084,0.2808685429660507,0.01741121202480475,,,0.25313993948247476,0.0015078035984108275,,,4.636268571919793,0.00997219477470039,,,13,12,12,,,DCEP,,FIRST_OVERTONE,
1635721458409799680,Gaia DR2 3330259852538068608,3330259852538068608,1022754344,2015.5,91.85610833638547,0.044570441316859284,11.151976361068577,0.04280773928591849,0.2582684037619047,0.04623702655947692,5.5857487,0.7598020548749185,0.08649176013454721,0.07845257504506196,0.0739835060299245,-0.3045018,-0.1096192,-0.3760054,0.4294839,-0.1257145,0.3898585,-0.5147977,0.30496576,0.026777124,-0.31996787,119,119,115,4,4.838814,197.5257,0.0,0.0,31,false,484.4175,1.497451351093773,0.012915939711224043,-0.07706122,14,10,0.06252061,0,17,false,128,602634.8033174829,9595.964703740958,62.800858,11.23823,13,265103.5941107156,20412.79591933898,12.987128,11.79285,12,530141.9328830509,22625.948824856634,23.430704,10.450939,1.3196143,0,1.3419104,0.5546198,0.7872906,48.09242075537786,5.3708538387759415,4,5250.0,4.5,0.0,VARIABLE,197.9615360349381,-4.5005600130708725,91.86368714846674,-12.275297368418322,100001,4633.87,3763.6667,4906.0,,,,,,,200111,32.391502,28.897728,49.101692,435.84525,326.16034,545.53015,http://geadata.esac.esa.int/data-server/datalink/links?ID=3330259852538068608,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3330259852538068608,19,CS Ori,DCEP,0.5899,9.331,8.954,8.79,-0.19,-0.25,0.06,1,12.96,0.05,11701,458,"a ","LEM ",91.85611,11.15198,0.014357594189531284,V* CS Ori,91.8561050021,11.1519760233,0.0,0.0,90.0,62,06 07 25.46520,+11 09 07.1137,deltaCep,cC*|*  |V* |IR,15.5,,F5,,0.2583,0.76,0.08,,,,11.96,11.29,,9.574,9.081,8.938,,,,,,0.01184,369295551293819386,3330259852538068608,2.6714885462535234,1.2469525162253562E-5,,,,,,,1711.7926843654297,1.763457160081156E-5,1711.612230894752,1.763457160081156E-5,1711.6987271264738,1.763457160081156E-5,11.075408906371054,2.672161564170766E-4,11.640805369751419,4.6532932611180244E-4,10.365324106810707,2.8940409198391587E-4,0.7145911153016797,0.0011689619869314112,0.8144816914294601,0.0014721045759478698,0.48784340492219513,0.0010622670793200015,0.07953053467317339,0.21984333940765494,0.368568047265454,0.0022359103336521842,,,3.8327067133261536,0.007739658881995497,,,14,12,12,,,DCEP,,FUNDAMENTAL,
1635721458409799680,Gaia DR2 3356119713188276096,3356119713188276096,1199461480,2015.5,98.47754168400688,0.04448397464480787,14.471379243473304,0.037641462063046256,0.19331691196348919,0.04454941595690203,4.3393817,-0.15267584146008537,0.08049652477179918,-2.953092722558391,0.0690438228728203,-0.07734575,0.32931498,-0.1510976,0.3494265,-0.06430525,0.3031773,-0.35705957,0.27132285,0.14014743,-0.08257268,142,142,141,1,5.8075533,255.01018,0.0,0.0,31,true,250.14302,1.5177283732147147,0.010212837435774804,0.04739152,16,10,0.05262456,0,17,false,141,1296794.5258070636,8896.630341483655,145.76244,10.406188,14,539662.1859474499,15607.763549176314,34.576523,11.021083,15,1068622.8506300712,18068.813178447464,59.141838,9.689858,1.2402004,0,1.3312244,0.61489487,0.7163296,,,0,,,,VARIABLE,198.07325012526687,2.75738300859125,98.30343114520443,-8.72387865339294,100001,4678.702,4576.905,4812.5024,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=3356119713188276096,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3356119713188276096,6,DX Gem,DCEPS,0.4966,8.759,8.336,8.207,-0.04,-0.01,0.09,1,12.78,0.09,11407,473,c*,LIII,98.47755,14.47139,0.048371456505854664,V* DX Gem,98.4775423629,14.4713919582,0.0,0.0,90.0,81,06 33 54.61017,+14 28 17.0110,deltaCep,cC*|*  |V* |IR,16.0,,,,0.1933,-0.15,-2.95,,,,11.24,10.73,,8.759,8.336,8.207,,,,,,0.045834,369295551293819386,3356119713188276096,,,3.136319923856955,1.776377951531568E-5,,,,,1710.117014316451,2.51217779095648E-5,1710.1461545079876,2.51217779095648E-5,1710.1761686352759,2.51217779095648E-5,10.385481007027026,1.5552943620654634E-4,10.978444691528505,0.001351219498968232,9.673114179139736,9.313551053395877E-4,0.2624518315378488,4.3118537975682435E-4,0.3462359445452261,0.002575218466151337,0.20213284688692745,0.0010780538423748663,,,0.08207174283341873,0.0018214403741765354,,,4.51537020535557,0.028280160639640416,,,16,14,14,,,DCEP,,FIRST_OVERTONE,
1635721458409799680,Gaia DR2 3378049163365268608,3378049163365268608,1650758151,2015.5,100.7812964683378,0.045513726626982824,20.93910611628,0.04831454979033283,0.09067697606068874,0.06007125314197469,1.5094904,-0.4851878088998645,0.0804524653043904,-1.2740746436088857,0.0671623154395825,-0.3987423,0.32135686,-0.26879862,0.2638327,-0.6260896,-0.11446986,-0.52735925,0.4018338,0.26566443,-0.02772617,151,151,149,2,5.947554,269.3389,0.0,0.0,31,true,285.13702,1.5795659542761025,0.011049593262111052,-0.15896729,18,10,0.049973324,0,18,false,156,2528704.895906275,36648.52247408476,68.998825,9.68112,18,1205399.5718121163,60231.48774294001,20.012781,10.148561,18,1765858.9139594089,52456.41440537908,33.663357,9.14453,1.175012,0,1.0040302,0.4674406,0.5365896,57.2819023184164,11.546666300064294,2,5500.0,4.5,0.0,VARIABLE,193.26909241588285,7.632289451511885,100.0686305342386,-2.124136869752251,100001,5289.395,5138.6665,5461.0,,,,,,,,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=3378049163365268608,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=3378049163365268608,4,AD Gem,DCEP,0.5784,8.448,8.151,8.027,-0.19,-0.14,0.06,1,12.24,0.05,10662,455,"a ","LEM ",100.7813,20.93912,0.051372560879220694,V* AD Gem,100.7812987051,20.9391116019,0.0,0.0,90.0,82,06 43 07.51169,+20 56 20.8018,deltaCep,cC*|V* |*  |IR,45.0,,F5,,0.0907,-0.49,-1.27,,,,10.42,9.8,,8.354,8.071,7.96,,,,,,0.021132,369295551293819386,3378049163365268608,1.895001643576189,2.3117040884134383E-6,,,,,,,1711.917938254967,3.269243274027617E-6,1711.90489060343,3.269243274027617E-6,1711.83644219073,3.269243274027617E-6,9.698204915477033,9.432524819960696E-4,10.102971095203696,0.0019094773378632477,9.216654802712496,0.0011850109587467897,0.7524156240133877,0.002276673330771363,0.8648189213021258,0.005621086400921982,0.8314646508696661,0.004136465642945501,-0.6308846436643902,0.21976674590933035,0.5854152161143522,0.00135413241249331,,,1.5139083607117758,0.007865782253144566,,,16,15,16,,,DCEP,,FUNDAMENTAL,
1635721458409799680,Gaia DR2 4056026175045038464,4056026175045038464,470182831,2015.5,267.1562631768751,0.059436159787330085,-30.4759676689808,0.05137701548418518,0.6972511507633579,0.06415724391105493,10.867847,1.9827073251075296,0.1077055988197677,-1.4793446283460847,0.08388390631957839,0.35846978,-0.24099542,-0.31990394,-0.34753412,-0.34843728,-0.19381933,-0.5309852,-0.24706034,0.27954602,0.18566212,128,128,128,0,5.892739,239.46541,0.0,0.0,31,false,152.36172,1.4474076097985296,0.014771526876942862,0.10471825,15,11,0.06653137,0,15,false,131,8957639.276888102,109572.7310224413,81.750626,8.307881,14,3127370.268452487,166402.38125223492,18.794024,9.11344,14,9028375.900932487,312323.9789032829,28.907085,7.3728957,1.3570256,0,1.7405438,0.8055582,0.93498564,-9.888683565168016,6.73407276220223,7,4250.0,4.5,0.0,VARIABLE,359.0211537199175,-1.3560068330224035,267.5306810434879,-7.061059025684098,100001,4117.7803,3847.5898,4250.15,,,,,,,200111,66.018456,61.970245,75.61608,1128.9589,993.5796,1264.3381,http://geadata.esac.esa.int/data-server/datalink/links?ID=4056026175045038464,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4056026175045038464,33,V500 Sco,DCEP,0.9693,6.041,5.532,5.33,0.01,-0.07,0.08,4,10.65,0.05,6590,453,"b ","LII ",267.15626,-30.47596,0.029315079981033977,V* V500 Sco,267.1562532717,-30.4759612996,0.0,0.0,90.0,104,17 48 37.50079,-30 28 33.4607,deltaCep,V* |cC*|*  |IR,-7.4,,K0,,0.6973,1.98,-1.48,,,,10.07,8.81,,6.188,5.628,5.4,,,,,,0.038344,369295551293819386,4056026175045038464,175.64197540313586,0.09771721331584184,,,,,,,1350.5880736703643,0.13819300834856832,1320.0015618131997,0.13819300834856832,1343.3698218785948,0.13819300834856832,8.244860043668998,5.199545535483326E-4,9.078942419718588,0.002055927528819766,7.430071451320029,0.0011536455478253099,0.43464236337876727,8.070327930808505E-4,0.5613959469087924,0.0012247887782686159,0.4474575152313385,0.0019085891322154895,,,,,,,,,,,15,13,14,,,T2CEP,RV_TAU,NOT_APPLICABLE,
1635721458409799680,Gaia DR2 4094784475310672128,4094784475310672128,956473763,2015.5,274.2488214288621,0.05650014887715381,-19.075831364871043,0.060163267674078355,0.513103069763086,0.07734069923494798,6.6343217,1.1445328975432267,0.11187396913835926,-0.24477281953864038,0.08871088894535027,-0.07558947,-0.029952105,-0.35910892,-0.027557764,-0.60022724,0.28671783,-0.58828354,-0.50253254,0.40355143,-0.2547404,125,125,123,2,3.5163765,179.79796,0.0,0.0,31,false,85.91229,1.4167561074430985,0.014052867711202304,-0.06202399,14,10,0.07138711,0,17,false,130,1.6382561910826962E7,299104.09244514065,54.77211,7.652411,15,5145818.519770027,298931.47496419714,17.21404,8.572752,15,1.598696937475504E7,796322.4230120938,20.076,6.752505,1.2899562,0,1.8202472,0.920341,0.89990616,7.669087219327881,9.951633439267143,9,4500.0,4.5,0.0,VARIABLE,12.109010501182656,-1.3232490204409166,274.0265002090179,4.304082704972178,100001,4100.045,3990.76,4229.04,,,,,,,200111,123.03462,115.64343,129.86537,3853.9302,3123.955,4583.9053,http://geadata.esac.esa.int/data-server/datalink/links?ID=4094784475310672128,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4094784475310672128,40,WZ Sgr,DCEP,1.3394,5.255,4.752,4.536,0.19,0.28,0.08,5,11.1,0.05,6326,453,"a ","LII ",274.24882,-19.07582,0.04120134662655035,V* WZ Sgr,274.2488162147,-19.075830311,0.0,0.0,90.0,215,18 16 59.71589,-19 04 32.9891,deltaCep,V* |cC*|*  |IR,-18.1,,F7(III),,0.5131,0.89,2.25,,,,9.1,7.45,,5.573,5.054,4.781,,,,,,0.018141,369295551293819386,4094784475310672128,21.83409595630043,0.0013529403059778264,,,,,,,1659.0456397140888,0.0019133465297950473,1660.488786813999,0.0019133465297950473,1659.631458269792,0.0019133465297950473,7.483730064430192,8.671042239096052E-4,8.426661411257895,0.004636793045544884,6.625295528289326,6.777303995075358E-4,0.8023058115468338,0.0015096427495704349,0.710946436807042,0.010775534779503958,0.6457898446252379,0.0017838581236953603,,,0.25159170362123795,0.00252021831257565,0.05908723685416585,0.0015429599982108532,4.735588466975012,0.0056309800250031366,2.2361381280042245,0.037355246590778435,15,14,15,,,DCEP,,FUNDAMENTAL,
1635721458409799680,Gaia DR2 4096979650282842112,4096979650282842112,1302231798,2015.5,276.18541944249813,0.049278353238615125,-16.79717376101295,0.045807466195801914,0.7022266389667025,0.058590436563103185,11.985346,-0.05718771305421276,0.09600707689949373,-0.38398110530580454,0.08550695016974647,0.11965253,-0.28540546,-0.1632672,0.014999464,-0.4432242,0.14771718,-0.29695907,-0.17570928,0.2146813,0.0672213,124,124,122,2,2.963149,167.5844,0.0,0.0,31,false,185.43092,1.4510322000434501,0.01304391267725302,0.02225775,14,10,0.056566898,0,18,false,139,7381625.749255304,103657.79287039692,71.21149,8.517985,16,2815498.9230029588,186078.73500683618,15.130686,9.2275,16,6831716.504118461,246178.0624866765,27.751118,7.6755953,1.3069229,0,1.5519047,0.7095146,0.84239006,4.032155157956867,5.979934854274467,6,4500.0,4.5,0.0,VARIABLE,14.987640857271357,-1.8767777116051658,275.95917323211455,6.514246167222596,100001,4328.0,4244.75,4728.27,,,,,,,200111,50.890106,42.638638,52.90584,818.6729,727.617,909.7288,http://geadata.esac.esa.int/data-server/datalink/links?ID=4096979650282842112,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=4096979650282842112,41,XX Sgr,CEP,0.8078,6.436,5.967,5.747,0.1,-0.01,0.06,5,10.55,0.07,6706,453,"c ","LII ",276.18543,-16.79718,0.04275937399366908,V* XX Sgr,276.1854196997,-16.7971721078,0.0,0.0,90.0,92,18 24 44.50073,-16 47 49.8196,Cepheid,Ce*|Em*|V* |*  |IR |SB*,2.5,,F7/8II,,0.7022,-0.06,-0.38,,,,9.59,8.41,,6.462,5.943,5.718,,,,,,0.006017,369295551293819386,4096979650282842112,12.72917358640003,1.7946796323793578E-4,,,,,,,1682.0876324707822,2.5380602762256486E-4,1682.226853257907,2.5380602762256486E-4,1682.4856789097526,2.5380602762256486E-4,8.411257965909446,2.617639292741016E-4,9.075620657889234,4.70939375076535E-4,7.586238404757529,3.540179483575409E-4,0.5427699170731728,6.024423249158465E-4,0.8107643313077553,0.0014294120712502285,0.4847079412890132,0.0010235371313489447,,,,,,,,,,,16,15,15,,,DCEP,,FUNDAMENTAL,
